sex;salary-class;race;workclass;marital-status;occupation;education
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;Black;Local-gov;Never-married;Farming-fishing;HS-grad
Female;<=50K;White;Local-gov;Never-married;Protective-serv;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Female;<=50K;White;Local-gov;Married-civ-spouse;Adm-clerical;Some-college
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad
Male;<=50K;White;Federal-gov;Never-married;Armed-Forces;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Male;<=50K;White;Private;Never-married;Craft-repair;9th
Male;<=50K;White;Private;Never-married;Sales;Some-college
Female;<=50K;Black;Private;Widowed;Exec-managerial;HS-grad
Male;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc
Female;<=50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Never-married;Farming-fishing;Assoc-acdm
Male;<=50K;Black;Local-gov;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Married-spouse-absent;Craft-repair;1st-4th
Female;<=50K;White;Private;Never-married;Tech-support;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Female;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors
Male;>50K;White;Private;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Female;<=50K;White;Private;Divorced;Other-service;Assoc-voc
Female;<=50K;White;Private;Never-married;Craft-repair;Bachelors
Male;<=50K;White;Private;Never-married;Other-service;9th
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college
Male;<=50K;White;Private;Never-married;Other-service;10th
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-acdm
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Married-spouse-absent;Craft-repair;HS-grad
Female;<=50K;Black;Private;Married-spouse-absent;Adm-clerical;Some-college
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;HS-grad
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Federal-gov;Divorced;Adm-clerical;HS-grad
Female;<=50K;White;Private;Never-married;Exec-managerial;Assoc-acdm
Female;<=50K;White;Private;Divorced;Prof-specialty;HS-grad
Male;<=50K;White;Private;Never-married;Craft-repair;Bachelors
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Never-married;Other-service;5th-6th
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Local-gov;Never-married;Farming-fishing;HS-grad
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Female;<=50K;White;Private;Divorced;Other-service;Some-college
Female;<=50K;White;Private;Never-married;Sales;Bachelors
Male;<=50K;Black;Private;Never-married;Exec-managerial;Bachelors
Male;<=50K;White;Private;Never-married;Protective-serv;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;Black;Local-gov;Separated;Adm-clerical;HS-grad
Female;<=50K;White;Private;Divorced;Other-service;HS-grad
Male;<=50K;White;Private;Married-spouse-absent;Handlers-cleaners;Assoc-voc
Male;<=50K;White;Private;Never-married;Craft-repair;Assoc-voc
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad
Female;<=50K;Amer-Indian-Eskimo;Private;Never-married;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad
Male;<=50K;Black;Local-gov;Divorced;Handlers-cleaners;Some-college
Male;>50K;White;Local-gov;Married-civ-spouse;Tech-support;Some-college
Male;>50K;White;Private;Divorced;Machine-op-inspct;Some-college
Female;<=50K;White;Private;Married-civ-spouse;Sales;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Masters
Female;<=50K;Other;Private;Divorced;Machine-op-inspct;11th
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Male;<=50K;Black;Private;Married-civ-spouse;Other-service;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-acdm
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school
Male;<=50K;White;Local-gov;Married-civ-spouse;Tech-support;12th
Female;<=50K;Black;Private;Widowed;Priv-house-serv;1st-4th
Male;<=50K;White;Private;Separated;Craft-repair;Assoc-voc
Female;<=50K;White;Self-emp-inc;Never-married;Farming-fishing;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Male;<=50K;White;Private;Never-married;Prof-specialty;Doctorate
Female;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college
Female;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Other-service;10th
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college
Male;<=50K;White;Self-emp-not-inc;Divorced;Exec-managerial;Some-college
Female;<=50K;White;Self-emp-not-inc;Separated;Other-service;HS-grad
Female;<=50K;White;Private;Widowed;Adm-clerical;11th
Female;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;>50K;Black;Federal-gov;Divorced;Craft-repair;Assoc-voc
Female;<=50K;White;Private;Never-married;Machine-op-inspct;11th
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Tech-support;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Other-service;11th
Male;<=50K;White;Private;Never-married;Transport-moving;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Female;<=50K;Black;Private;Never-married;Handlers-cleaners;HS-grad
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;Amer-Indian-Eskimo;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Masters
Female;<=50K;White;Private;Separated;Other-service;7th-8th
Male;<=50K;White;Self-emp-not-inc;Separated;Craft-repair;HS-grad
Male;<=50K;White;Private;Divorced;Exec-managerial;Masters
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;HS-grad
Male;<=50K;White;Private;Never-married;Sales;11th
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc
Female;<=50K;White;Private;Never-married;Prof-specialty;Doctorate
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Self-emp-not-inc;Divorced;Sales;Assoc-acdm
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Self-emp-not-inc;Never-married;Tech-support;Bachelors
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Never-married;Other-service;11th
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;10th
Male;<=50K;White;Self-emp-inc;Divorced;Prof-specialty;Bachelors
Male;>50K;White;Private;Never-married;Transport-moving;7th-8th
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors
Male;<=50K;White;Private;Never-married;Sales;HS-grad
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school
Male;<=50K;White;Private;Never-married;Tech-support;Some-college
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Female;<=50K;White;Private;Divorced;Other-service;7th-8th
Male;<=50K;White;Local-gov;Married-civ-spouse;Other-service;9th
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;Assoc-acdm
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Masters
Male;<=50K;Amer-Indian-Eskimo;Private;Never-married;Craft-repair;HS-grad
Male;<=50K;Black;Local-gov;Separated;Exec-managerial;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;10th
Female;<=50K;White;Private;Divorced;Prof-specialty;Masters
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;Bachelors
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school
Female;<=50K;White;Private;Never-married;Sales;Bachelors
Female;<=50K;Black;Private;Widowed;Other-service;11th
Female;<=50K;Black;Private;Widowed;Priv-house-serv;9th
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Assoc-voc
Male;<=50K;White;Private;Married-spouse-absent;Handlers-cleaners;9th
Male;<=50K;Black;Private;Never-married;Farming-fishing;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Female;<=50K;Black;Self-emp-not-inc;Never-married;Other-service;Some-college
Female;<=50K;Black;Local-gov;Separated;Other-service;10th
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Female;>50K;Black;Private;Married-civ-spouse;Adm-clerical;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Transport-moving;5th-6th
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Doctorate
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;White;Self-emp-inc;Separated;Prof-specialty;Doctorate
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;State-gov;Married-civ-spouse;Tech-support;Bachelors
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Never-married;Exec-managerial;HS-grad
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Prof-specialty;Doctorate
Female;<=50K;White;State-gov;Separated;Exec-managerial;Some-college
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Female;<=50K;Asian-Pac-Islander;State-gov;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;7th-8th
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;>50K;Black;Self-emp-not-inc;Married-civ-spouse;Handlers-cleaners;12th
Male;<=50K;White;Private;Never-married;Sales;Masters
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters
Female;<=50K;White;Private;Never-married;Sales;Some-college
Female;>50K;White;Private;Divorced;Prof-specialty;Assoc-acdm
Male;<=50K;White;State-gov;Married-civ-spouse;Transport-moving;Some-college
Male;>50K;Black;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Machine-op-inspct;9th
Male;<=50K;White;Federal-gov;Divorced;Exec-managerial;Some-college
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;11th
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;HS-grad
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;12th
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Male;<=50K;White;Self-emp-not-inc;Widowed;Exec-managerial;HS-grad
Male;<=50K;White;Local-gov;Never-married;Protective-serv;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;Black;Local-gov;Separated;Exec-managerial;Some-college
Female;<=50K;White;State-gov;Never-married;Adm-clerical;11th
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad
Female;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Exec-managerial;Masters
Male;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Local-gov;Married-civ-spouse;Farming-fishing;Some-college
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college
Female;<=50K;White;State-gov;Never-married;Tech-support;Bachelors
Male;>50K;White;Private;Never-married;Prof-specialty;Masters
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Masters
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Widowed;Sales;Bachelors
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college
Female;>50K;White;Private;Divorced;Prof-specialty;Doctorate
Female;>50K;White;Private;Divorced;Exec-managerial;Bachelors
Male;<=50K;Black;Private;Married-civ-spouse;Other-service;12th
Male;<=50K;Black;Private;Never-married;Sales;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;11th
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;Black;Private;Divorced;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Assoc-voc
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;Bachelors
Female;<=50K;Black;Private;Separated;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;State-gov;Never-married;Tech-support;HS-grad
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;>50K;White;Local-gov;Married-civ-spouse;Exec-managerial;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Female;<=50K;Asian-Pac-Islander;Private;Divorced;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-voc
Female;<=50K;White;Private;Never-married;Other-service;Assoc-voc
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Female;<=50K;Black;Private;Never-married;Sales;Some-college
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;Black;Private;Widowed;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad
