sex;salary-class;race;workclass;marital-status;occupation;education;native-country
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Female;>50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Separated;Craft-repair;Assoc-acdm;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States
Female;<=50K;White;Private;Divorced;Handlers-cleaners;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;>50K;White;State-gov;Married-civ-spouse;Protective-serv;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Tech-support;Assoc-voc;United-States
Male;<=50K;Other;Private;Married-civ-spouse;Handlers-cleaners;7th-8th;Puerto-Rico
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;Black;Local-gov;Divorced;Other-service;Some-college;United-States
Female;<=50K;Black;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Doctorate;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;>50K;White;Private;Divorced;Craft-repair;12th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;1st-4th;Mexico
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States
Male;<=50K;Black;Local-gov;Separated;Machine-op-inspct;11th;United-States
Female;<=50K;White;State-gov;Divorced;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States
Female;>50K;White;State-gov;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Craft-repair;10th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Federal-gov;Never-married;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;Dominican-Republic
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Female;<=50K;White;Self-emp-not-inc;Married-spouse-absent;Prof-specialty;Bachelors;United-States
Female;>50K;White;Private;Married-civ-spouse;Other-service;Assoc-acdm;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Craft-repair;Some-college;Philippines
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;Black;Local-gov;Never-married;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Local-gov;Never-married;Protective-serv;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States
Female;<=50K;White;Local-gov;Married-civ-spouse;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Federal-gov;Never-married;Armed-Forces;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;9th;Mexico
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Female;<=50K;Black;Private;Widowed;Exec-managerial;HS-grad;United-States
Male;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc;United-States
Female;<=50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Farming-fishing;Assoc-acdm;United-States
Male;<=50K;Black;Local-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-spouse-absent;Craft-repair;1st-4th;United-States
Female;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Female;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States
Male;>50K;White;Private;Never-married;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Other-service;Assoc-voc;United-States
Female;<=50K;White;Private;Never-married;Craft-repair;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Other-service;9th;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;<=50K;White;Private;Never-married;Other-service;10th;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-acdm;Portugal
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Married-spouse-absent;Craft-repair;HS-grad;United-States
Female;<=50K;Black;Private;Married-spouse-absent;Adm-clerical;Some-college;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Federal-gov;Divorced;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Assoc-acdm;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Private;Never-married;Other-service;5th-6th;El-Salvador
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States
Male;<=50K;White;Local-gov;Never-married;Farming-fishing;HS-grad;Poland
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Divorced;Other-service;Some-college;France
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;Black;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Protective-serv;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;Black;Local-gov;Separated;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-spouse-absent;Handlers-cleaners;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States
Female;<=50K;Amer-Indian-Eskimo;Private;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;<=50K;Black;Local-gov;Divorced;Handlers-cleaners;Some-college;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Tech-support;Some-college;United-States
Male;>50K;White;Private;Divorced;Machine-op-inspct;Some-college;United-States
Female;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Masters;United-States
Female;<=50K;Other;Private;Divorced;Machine-op-inspct;11th;Puerto-Rico
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Tech-support;12th;United-States
Female;<=50K;Black;Private;Widowed;Priv-house-serv;1st-4th;United-States
Male;<=50K;White;Private;Separated;Craft-repair;Assoc-voc;United-States
Female;<=50K;White;Self-emp-inc;Never-married;Farming-fishing;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Doctorate;United-States
Female;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Female;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Married-civ-spouse;Other-service;10th;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Exec-managerial;Some-college;United-States
Female;<=50K;White;Self-emp-not-inc;Separated;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Widowed;Adm-clerical;11th;United-States
Female;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;>50K;Black;Federal-gov;Divorced;Craft-repair;Assoc-voc;United-States
Female;<=50K;White;Private;Never-married;Machine-op-inspct;11th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;Private;Married-civ-spouse;Tech-support;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;11th;Mexico
Male;<=50K;White;Private;Never-married;Transport-moving;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Female;<=50K;Black;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;Amer-Indian-Eskimo;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Masters;United-States
Female;<=50K;White;Private;Separated;Other-service;7th-8th;Mexico
Male;<=50K;White;Self-emp-not-inc;Separated;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Exec-managerial;Masters;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Doctorate;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Self-emp-not-inc;Divorced;Sales;Assoc-acdm;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Tech-support;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Other-service;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;10th;United-States
Male;<=50K;White;Self-emp-inc;Divorced;Prof-specialty;Bachelors;United-States
Male;>50K;White;Private;Never-married;Transport-moving;7th-8th;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;Canada
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Divorced;Other-service;7th-8th;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Other-service;9th;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;Assoc-acdm;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Masters;United-States
Male;<=50K;Amer-Indian-Eskimo;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;Black;Local-gov;Separated;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Other-service;10th;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Other-service;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
